uri:/instrument/1.0/MLNX/chartdata;type=quote;range=1d/csv
ticker:mlnx
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:49.5800
Timestamp:1370439000,1370462400
labels:1370440800,1370444400,1370448000,1370451600,1370455200,1370458800,1370462400
values:Timestamp,close,high,low,open,volume
close:49.6000,50.4300
high:49.6000,50.4400
low:49.5800,50.2800
open:49.5800,50.3500
volume:0,34800
1370439016,49.9900,49.9900,49.9900,49.9900,4600
1370439069,49.9600,49.9600,49.9600,49.9600,200
1370439176,49.9400,50.1300,49.9400,50.1300,400
1370439234,50.0900,50.1000,50.0900,50.1000,1500
1370439334,50.2000,50.2000,50.1000,50.1000,1500
1370439375,49.9500,50.1600,49.9500,50.1600,400
1370439479,50.0100,50.0100,50.0100,50.0100,700
1370439490,49.9200,49.9200,49.9200,49.9200,100
1370439652,50.1500,50.1500,50.0000,50.0000,300
1370439670,50.0500,50.0980,50.0500,50.0980,1100
1370439825,50.1980,50.2500,50.1900,50.1900,700
1370439885,50.4000,50.4000,50.2800,50.2800,500
1370439918,50.1600,50.3500,50.1600,50.3500,1200
1370439971,50.1500,50.2000,50.1500,50.2000,1100
1370440158,50.1700,50.2300,50.1700,50.2300,200
1370440221,50.2060,50.2700,50.2060,50.2700,600
1370440365,50.1700,50.2600,50.1700,50.2599,3100
1370440437,50.1700,50.1700,50.1700,50.1700,100
1370440480,50.0200,50.1600,50.0200,50.1200,300
1370440571,50.4300,50.4400,50.1700,50.1700,1300
1370440660,50.2620,50.2800,50.2620,50.2800,600
1370440705,50.2300,50.2625,50.2300,50.2625,200
1370440763,50.2100,50.2100,50.2100,50.2100,100
1370440849,49.9500,50.0400,49.9500,50.0400,1500
1370440919,50.0400,50.1200,50.0000,50.0250,4500
1370440977,50.2000,50.2000,50.0400,50.0400,4400
1370441017,50.0100,50.2000,50.0100,50.1840,1300
1370441081,49.9300,49.9300,49.9300,49.9300,200
1370441124,50.1500,50.1500,50.1500,50.1500,100
1370441196,50.0100,50.0100,50.0100,50.0100,100
1370441374,49.9900,49.9900,49.9900,49.9900,200
1370441513,50.0000,50.0390,49.9390,49.9390,500
1370441529,49.9000,49.9200,49.9000,49.9000,500
1370441739,49.7500,49.9200,49.7500,49.9200,1400
