uri:/instrument/1.0/NSM/chartdata;type=quote;range=1d/csv
ticker:nsm
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:42.3500
Timestamp:1368192600,1368216000
labels:1368194400,1368198000,1368201600,1368205200,1368208800,1368212400,1368216000
values:Timestamp,close,high,low,open,volume
close:42.6400,43.9000
high:42.8000,43.9900
low:42.4500,43.8800
open:42.5000,43.9060
volume:100,84300
1368192959,43.0699,43.3700,42.4500,42.5000,84300
1368193019,42.9260,43.4600,42.7700,43.0100,31300
1368193078,43.0100,43.0200,42.9500,42.9760,4700
1368193138,42.7900,43.0100,42.7500,43.0100,9400
1368193198,42.9900,43.0000,42.7500,42.8160,17200
1368193249,42.9049,42.9900,42.8800,42.9465,6800
1368193312,42.9000,42.9100,42.7900,42.9050,13000
1368193371,42.9420,42.9420,42.8500,42.9000,11200
1368193428,42.9500,42.9900,42.9100,42.9486,5300
1368193499,42.9500,42.9600,42.9000,42.9250,4600
1368193557,42.9394,42.9800,42.8800,42.9400,9000
1368193618,43.0400,43.0400,42.9360,42.9360,18000
1368193673,43.0301,43.0500,43.0000,43.0000,9500
1368193717,43.0400,43.0800,42.9800,43.0301,14600
1368193793,43.2200,43.2400,43.0600,43.1000,17600
1368193853,43.2060,43.2200,43.0400,43.2199,4100
1368193905,43.1900,43.2200,43.1600,43.1800,4900
1368193979,43.1500,43.2500,43.1300,43.1900,16400
1368194028,43.1450,43.1700,43.1100,43.1100,1700
1368194091,42.9325,43.1500,42.8500,43.1500,27600
1368194149,42.9580,42.9600,42.8900,42.8950,8100
1368194211,42.6400,42.9700,42.5537,42.9590,31800
1368194279,43.0300,43.0400,42.6500,42.6500,30100
1368194337,42.9600,43.0600,42.9000,43.0300,17700
1368194397,42.9300,43.0000,42.9200,43.0000,4800
1368194445,42.9900,43.0200,42.9200,42.9200,7800
1368194518,42.9800,42.9999,42.9300,42.9800,7000
1368194578,42.9100,42.9880,42.9100,42.9400,2900
1368194639,42.8800,42.9300,42.8500,42.9200,5700
1368194696,42.9299,42.9299,42.9200,42.9200,200
