uri:/instrument/1.0/BBRY/chartdata;type=quote;range=1d/csv,,,,,,
ticker:bbry,,,,,,
unit:MIN,,,,,,
timezone:EDT,,,,,,
currency:USD,,,,,,
gmtoffset:-14400,,,,,,
previous_close:15.6300,,,,,,
Timestamp:1367847000,1367870400,,,,,
labels:1367848800,1367852400,1367856000,1367859600,1367863200,1367866800,1367870400
values:Timestamp,close,high,low,open,volume,
close:15.4600,15.98,,,,,
high:15.5200,15.98,,,,,
low:15.4500,15.92,,,,,
open:15.4700,15.97,,,,,
volume:400,694100,,,,,
1367847059,15.6001,15.77,15.55,15.66,694100,
1367847118,15.6048,15.62,15.58,15.62,82000,
1367847179,15.63,15.64,15.59,15.59,48300,
1367847238,15.65,15.65,15.61,15.63,67900,
1367847299,15.76,15.76,15.62,15.65,147500,
1367847359,15.74,15.78,15.66,15.76,114900,
1367847419,15.68,15.74,15.68,15.74,112900,
1367847477,15.6301,15.6801,15.63,15.68,111300,
1367847537,15.5899,15.6394,15.575,15.6394,80600,
1367847597,15.5818,15.6,15.56,15.58,78200,
1367847658,15.65,15.67,15.59,15.59,108600,
1367847719,15.58,15.66,15.58,15.65,78600,
1367847776,15.6,15.61,15.578,15.5796,80000,
1367847839,15.54,15.6,15.53,15.6,121200,
1367847899,15.56,15.56,15.53,15.54,67200,
1367847959,15.515,15.56,15.5,15.55,157400,
1367848019,15.51,15.52,15.5,15.51,97700,
1367848074,15.5359,15.58,15.4601,15.51,328000,
1367848139,15.46,15.539,15.45,15.53,82100,
1367848197,15.5385,15.54,15.46,15.47,131100,
1367848259,15.5399,15.55,15.52,15.54,77000,
1367848319,15.57,15.58,15.5399,15.5399,90600,
1367848378,15.5901,15.65,15.56,15.57,149200,
1367848439,15.605,15.62,15.6,15.6,50000,
1367848495,15.63,15.64,15.6,15.605,64600,
1367848554,15.68,15.7,15.6307,15.6307,128900,
1367848614,15.68,15.7,15.67,15.6799,67700,
1367848677,15.7399,15.75,15.68,15.69,137300,
1367848736,15.67,15.75,15.67,15.74,123700,
1367848797,15.6701,15.69,15.66,15.67,31400,
1367848859,15.73,15.73,15.66,15.67,97200,
1367848919,15.68,15.74,15.67,15.72,62100,
1367848979,15.6901,15.6999,15.66,15.68,58500,
1367849039,15.6905,15.7,15.678,15.69,51400,
1367849097,15.7399,15.76,15.6999,15.7,295700,
1367849159,15.8199,15.82,15.73,15.73,312800,
1367849219,15.73,15.83,15.72,15.8199,179800,
1367849279,15.72,15.76,15.72,15.72,103700,
1367849338,15.76,15.8,15.72,15.72,69600,
1367849399,15.8,15.8,15.74,15.7601,50700,
1367849459,15.78,15.83,15.74,15.792,133500,
1367849510,15.77,15.781,15.76,15.781,84800,
1367849573,15.77,15.78,15.77,15.7701,58200,
1367849628,15.77,15.78,15.77,15.775,8800,
1367849699,15.86,15.87,15.77,15.7766,223800,
1367849759,15.852,15.87,15.82,15.85,346700,
1367849811,15.85,15.86,15.83,15.86,44300,
1367849878,15.8299,15.86,15.82,15.85,57700,
1367849938,15.84,15.85,15.82,15.82,18000,
1367849997,15.79,15.8401,15.79,15.84,57400,
1367850059,15.81,15.81,15.781,15.79,37700,
1367850116,15.8295,15.84,15.81,15.8199,41800,
1367850179,15.85,15.85,15.82,15.83,49400,
1367850238,15.84,15.85,15.84,15.8499,22300,
1367850298,15.81,15.85,15.81,15.8427,42500,
1367850333,15.8,15.8166,15.8,15.81,7900,
1367850415,15.8,15.82,15.8,15.81,41900,
1367850478,15.77,15.81,15.77,15.8,35900,
1367850537,15.78,15.791,15.77,15.78,41500,
1367850599,15.79,15.8,15.78,15.787,21000,
1367850658,15.806,15.83,15.8,15.8,54900,
1367850709,15.8101,15.8199,15.8099,15.81,10200,
1367850779,15.77,15.8101,15.77,15.81,47700,
1367850834,15.78,15.8,15.78,15.78,15100,
1367850898,15.8187,15.82,15.78,15.78,19700,
1367850952,15.81,15.8101,15.8,15.81,9900,
1367851018,15.835,15.85,15.82,15.82,32500,
1367851079,15.836,15.8399,15.8,15.83,29500,
1367851138,15.821,15.836,15.8,15.83,31600,
1367851192,15.79,15.83,15.78,15.83,33200,
1367851259,15.815,15.82,15.78,15.79,39100,
1367851317,15.82,15.84,15.8,15.81,50400,
1367851368,15.8101,15.831,15.8001,15.82,124900,
1367851437,15.81,15.82,15.8,15.81,71300,
1367851487,15.815,15.815,15.81,15.81,7000,
1367851558,15.8,15.82,15.8,15.82,39800,
1367851614,15.8099,15.82,15.8,15.8,78700,
1367851679,15.8227,15.83,15.81,15.81,40900,
1367851738,15.8299,15.83,15.81,15.822,47900,
1367851799,15.81,15.83,15.8,15.82,45500,
1367851842,15.81,15.818,15.8,15.81,40200,
1367851914,15.808,15.82,15.8,15.82,13300,
1367851978,15.8,15.81,15.8,15.81,71100,
1367852039,15.8,15.81,15.8,15.81,145300,
1367852097,15.828,15.83,15.8,15.8,113200,
1367852154,15.82,15.83,15.81,15.825,52000,
1367852218,15.8199,15.83,15.8,15.82,128000,
1367852277,15.828,15.83,15.82,15.82,40700,
1367852331,15.825,15.83,15.82,15.83,14700,
1367852399,15.8315,15.84,15.82,15.82,203900,
1367852459,15.84,15.84,15.83,15.83,14700,
