uri:/instrument/1.0/VHC/chartdata;type=quote;range=1d/csv
ticker:vhc
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:24.7900
Timestamp:1370957400,1370980800
labels:1370959200,1370962800,1370966400,1370970000,1370973600,1370977200,1370980800
values:Timestamp,close,high,low,open,volume
close:23.7801,25.0996
high:23.9700,25.1000
low:23.7600,25.0435
open:23.9340,25.0490
volume:0,22200
1370957503,24.2080,24.3300,24.2080,24.3300,8000
1370957634,24.1500,24.2300,24.1500,24.2300,2000
1370957698,24.0200,24.1500,23.9000,24.1500,2600
1370957743,23.7801,24.0590,23.7600,23.9340,2500
1370957819,24.0700,24.0700,23.8100,24.0300,2800
1370957836,24.0400,24.0425,24.0400,24.0425,300
1370957932,24.2299,24.2299,23.9600,23.9700,700
1370957994,24.0100,24.0100,24.0000,24.0000,200
1370958042,24.1000,24.1000,24.0000,24.0000,1200
1370958067,24.1200,24.2400,24.1200,24.2200,900
1370958179,24.4100,24.4100,24.1200,24.2890,9600
1370958229,24.3990,24.4100,24.3990,24.4090,1400
1370958276,24.3220,24.3590,24.3100,24.3100,1300
1370958356,24.3790,24.3790,24.3790,24.3790,800
1370958394,24.5090,24.5090,24.3800,24.3800,1900
1370958450,24.5099,24.5099,24.5099,24.5099,200
1370958596,24.4080,24.4080,24.4000,24.4010,2300
1370958646,24.4400,24.4899,24.4000,24.4000,1700
1370958686,24.3500,24.3500,24.3300,24.3300,1200
1370958773,24.4000,24.4000,24.3210,24.3310,700
1370958814,24.3100,24.3200,24.2510,24.3200,2600
1370958852,24.2510,24.2510,24.2510,24.2510,200
1370958938,24.2600,24.2600,24.2510,24.2510,400
1370959008,24.1580,24.2731,24.1580,24.2600,8300
1370959040,24.1400,24.1510,24.1400,24.1500,1200
1370959194,24.1500,24.2093,24.1500,24.1750,1300
1370959222,24.1850,24.2299,24.1850,24.2299,400
1370959270,24.2100,24.2100,24.2100,24.2100,100
1370959334,24.2999,24.2999,24.2999,24.2999,100
1370959409,24.2500,24.2500,24.2500,24.2500,100
1370959458,24.2500,24.2500,24.2500,24.2500,100
1370959554,24.1800,24.2500,24.1800,24.2500,500
1370959657,24.2400,24.2400,24.2200,24.2200,700
1370959724,24.1000,24.1800,24.1000,24.1800,1700
1370959793,24.1299,24.1299,24.0500,24.0600,2500
1370959851,24.1300,24.1300,24.0500,24.0500,4600
1370959913,24.0200,24.1800,24.0200,24.1800,1700
1370959959,24.0000,24.0110,24.0000,24.0110,5000
1370960030,23.9700,23.9700,23.9010,23.9500,600
1370960097,24.0100,24.0100,23.9300,23.9600,2600
1370960153,24.0500,24.0700,24.0200,24.0200,5200
1370960215,23.9800,23.9800,23.9600,23.9600,1200
1370960363,23.9838,23.9838,23.9838,23.9838,500
1370960434,23.9900,23.9900,23.9900,23.9900,100
1370960663,24.0600,24.0700,24.0075,24.0075,4000
1370960746,24.1300,24.1500,24.0477,24.0600,3100
1370960760,24.1599,24.1599,24.1599,24.1599,100
1370960831,24.1500,24.1899,24.1500,24.1899,400
1370960899,24.0300,24.0300,24.0300,24.0300,100
1370960973,24.1300,24.1300,24.1200,24.1200,300
1370961028,24.1600,24.1800,24.1600,24.1800,200
1370961231,24.2400,24.2400,24.2400,24.2400,100
1370961305,24.2500,24.2500,24.2500,24.2500,100
1370961400,24.2100,24.2100,24.2100,24.2100,200
1370961452,24.2900,24.2900,24.2900,24.2900,100
1370961562,24.2900,24.2900,24.2900,24.2900,200
1370961647,24.2899,24.2900,24.2800,24.2800,900
1370961697,24.2260,24.2900,24.2260,24.2900,700
1370961737,24.2000,24.2000,24.2000,24.2000,500
1370961882,24.2500,24.2501,24.2500,24.2500,900
1370961935,24.3000,24.3000,24.2600,24.2600,400
1370962124,24.3100,24.3400,24.3100,24.3400,200
1370962188,24.3300,24.3300,24.2400,24.2800,22200
1370962206,24.3100,24.3900,24.3100,24.3400,900
1370962298,24.3675,24.3700,24.3675,24.3700,200
1370962372,24.3600,24.3600,24.2800,24.2800,200
1370962490,24.3600,24.3600,24.3500,24.3500,900
1370962665,24.4100,24.4100,24.3700,24.3700,1400
1370962911,24.4899,24.4899,24.4899,24.4899,900
1370962960,24.4700,24.5000,24.4600,24.4890,3600
1370963133,24.5000,24.5000,24.5000,24.5000,300
1370963279,24.4500,24.4900,24.4500,24.4900,1900
1370963281,24.4500,24.4500,24.4500,24.4500,100
1370963484,24.4600,24.4600,24.4500,24.4500,200
1370963554,24.5290,24.5290,24.4600,24.4600,200
1370963628,24.5400,24.5400,24.5300,24.5300,400
1370963693,24.6200,24.6200,24.5600,24.5600,300
1370963706,24.6199,24.6199,24.6199,24.6199,400
1370963809,24.6080,24.6200,24.5300,24.6199,1700
1370963974,24.5600,24.5600,24.5000,24.5400,2000
1370964211,24.5300,24.5300,24.5300,24.5300,100
1370964260,24.5559,24.5559,24.5559,24.5559,700
1370964451,24.7499,24.7700,24.5800,24.5800,3000
1370964517,24.7280,24.7500,24.7280,24.7500,1100
1370964599,24.7300,24.7480,24.6800,24.6800,1400
1370964627,24.7603,24.7603,24.7603,24.7603,100
1370964669,24.7680,24.7680,24.7680,24.7680,1200
1370964778,24.8290,24.8290,24.7800,24.7800,400
1370964782,24.8128,24.8128,24.8128,24.8128,1000
1370964876,24.7500,24.7800,24.7490,24.7800,1600
1370964941,24.7018,24.7400,24.7000,24.7000,600
1370965008,24.7390,24.7390,24.7000,24.7000,300
1370965024,24.6500,24.6500,24.6500,24.6500,1500
1370965122,24.6500,24.6500,24.6420,24.6420,1100
1370965220,24.6700,24.6700,24.6700,24.6700,100
1370965316,24.6100,24.7000,24.6100,24.7000,500
1370965320,24.6500,24.6500,24.6500,24.6500,600
1370965487,24.6500,24.6500,24.6500,24.6500,400
1370965806,24.7200,24.7300,24.7200,24.7300,200
1370966024,24.6700,24.6700,24.6400,24.6400,200
1370966064,24.6300,24.6300,24.6300,24.6300,100
1370966150,24.6300,24.6300,24.6300,24.6300,100
1370966267,24.7199,24.7199,24.7199,24.7199,700
1370966385,24.6800,24.6800,24.6500,24.6500,800
1370966477,24.7500,24.8000,24.7300,24.7400,2200
