uri:/instrument/1.0/BBRY/chartdata;type=quote;range=1d/csv
ticker:bbry
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:13.7100
Timestamp:1370611800,1370635200
labels:1370613600,1370617200,1370620800,1370624400,1370628000,1370631600,1370635200
values:Timestamp,close,high,low,open,volume
close:13.7400,14.1200
high:13.7499,14.1300
low:13.7400,14.1000
open:13.7400,14.1200
volume:200,438500
1370611854,13.7900,13.8500,13.7700,13.8200,438500
1370611919,13.8201,13.8400,13.7890,13.7899,68100
1370611978,13.8100,13.8493,13.8000,13.8250,101500
1370612034,13.8200,13.8200,13.8000,13.8100,32000
1370612091,13.8100,13.8300,13.8000,13.8100,59800
1370612159,13.9100,13.9200,13.7900,13.8100,188800
1370612219,13.9110,13.9200,13.8880,13.9100,102900
1370612279,13.8900,13.9099,13.8700,13.9099,73600
1370612336,13.9120,13.9200,13.8800,13.8900,147800
1370612399,13.9500,13.9500,13.8890,13.9100,144000
1370612459,13.9400,13.9700,13.9300,13.9500,218000
1370612519,13.9100,13.9600,13.9100,13.9400,82200
1370612579,13.9300,13.9400,13.8501,13.9000,151200
1370612639,13.9500,13.9600,13.9300,13.9400,135900
1370612696,13.9400,13.9550,13.9300,13.9501,60600
1370612759,13.9800,13.9800,13.9400,13.9400,203700
1370612818,13.9399,13.9800,13.9200,13.9800,205300
1370612878,13.9100,13.9600,13.8900,13.9300,133700
1370612931,13.9200,13.9300,13.8700,13.9099,108800
1370612995,13.9400,13.9401,13.9200,13.9200,66500
1370613058,13.9500,13.9700,13.9200,13.9350,142000
1370613118,13.9250,13.9600,13.9200,13.9500,88500
1370613179,13.9600,13.9600,13.9100,13.9300,54700
1370613238,13.9250,13.9700,13.9100,13.9550,120800
1370613296,13.9600,13.9700,13.9200,13.9300,79800
1370613359,13.9700,13.9800,13.9400,13.9699,100500
1370613419,13.9600,13.9900,13.9400,13.9750,106300
1370613479,13.9801,13.9900,13.9501,13.9700,99300
1370613538,14.0200,14.0500,13.9801,13.9900,301200
1370613599,14.0660,14.0800,14.0200,14.0200,295500
1370613659,14.0910,14.1000,14.0600,14.0620,234200
1370613719,14.1200,14.1200,14.0900,14.0990,177300
1370613778,14.1100,14.1200,14.1000,14.1200,129100
1370613839,14.0900,14.1300,14.0900,14.1101,184200
1370613898,14.0600,14.1100,14.0600,14.1000,120200
1370613959,14.0900,14.0900,14.0400,14.0618,121800
